;title;author;published_date;published_date_precision;link;clean_url;excerpt;summary;rights;rank;topic;country;language;authors;media;is_opinion;twitter_account;_score;_id;used_params
70;Why Ethereum Classic Is Ready To Break Out Any Day Now;Tyler Bundy;2021-08-20 18:48:02;full;https://www.benzinga.com/markets/cryptocurrency/21/08/22598720/ethereum-classic-is-ready-to-breakout-any-day-now;benzinga.com;Ethereum Classic (CRYPTO: ETH) is trading higher Friday, as it is moving higher with other popular cryptocurrencies such as;"Ethereum Classic (CRYPTO: ETH) is trading higher Friday, as it is moving higher with other popular cryptocurrencies such as Bitcoin (CRYPTO: BTC), Bitcoin Cash (CRYPTO: BCH), Ethereum (CRYPTO: ETH), and Dogecoin (CRYPTO: DOGE).
All but five of the 76 tradable assets on Coinbase Global Inc.'s (NASDAQ:COIN) platform are trading higher Friday. 
Ethereum Classic was up 2.51% at $67.48 at last check.
See Also: How to Buy Ethereum Classic
Ethereum Classic Daily Chart Analysis

Ethereum Classic looks t";benzinga.com;2282;finance;US;en;['Tyler Bundy'];https://cdn2.benzinga.com/files/imagecache/og_image_social_share_1200x630/images/story/2012/blockchain-3448502_1920_180.jpg?width=720;False;@benzinga;22.400373;dc610cc843613895b5ecad4aa82f158f;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
71;"Bitcoin, Ethereum Flat, Dogecoin Spikes With Rest Of Crypto Market; Terra On The Moon As DeFi Party Continues";Shivdeep Dhaliwal;2021-08-19 01:45:05;full;https://www.benzinga.com/markets/cryptocurrency/21/08/22569343/bitcoin-ethereum-flat-dogecoin-spikes-with-rest-of-crypto-market-terra-on-the-moon-as-defi;benzinga.com;Major coins were in the green at press time on a 24-hour basis as the global cryptocurrency market cap rose 0.92% to $1.91 trillion on Wednesday ni...;"Major coins were in the green at press time on a 24-hour basis as the global cryptocurrency market cap rose 0.92% to $1.91 trillion on Wednesday night.
What Happened: Bitcoin (CRYPTO: BTC) was up 0.25% at $44,983.35 over 24 hours. For the week the apex cryptocurrency fell 1.69%.
The second-largest coin by market cap, Ethereum (ETH), traded 0.77% higher at $3,037.83 over 24 hours. On a seven-day trailing basis, ETH was down 4.46%.
See Also: How To Buy Ethereum (ETH)
Cardano (CRYPTO: ADA) — the th";;2282;finance;US;en;['Shivdeep Dhaliwal'];https://cdn2.benzinga.com/files/imagecache/og_image_social_share_1200x630/images/story/2012/executium-ltazfutkcl8-unsplash_3_0.jpg?width=720;False;;22.3999;2b1b73f78de5520fcbe64f9150d3f2d8;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
72;Bitcoin soars to $50,000 again for first time in three months;;2021-08-23 08:25:25;full;https://www.businesslive.co.za/bd/markets/2021-08-23-bitcoin-soars-to-50000-again-for-first-time-in-three-months/;businesslive.co.za;Bulls have taken heart from recent comments by Elon Musk and Cathie Wood, and from talk about Amazon's possible involvement in cryptocurrency;Bitcoin topped the closely watched $50,000 level again in an ongoing recovery in the cryptocurrency market from a disorderly rout just three months ago.The largest virtual coin advanced as much as 4.2% to almost $50,440 in Asian trading on Monday, with other tokens including Ether and Cardano's ADA also rising. Bitcoin was last above $50,000 in mid-May. The revival in virtual currencies has excited the animal spirits of the crypto faithful, putting predictions of $100,000 or more for bitcoin bac;;8759;news;ZA;en;[];https://lh3.googleusercontent.com/_8Yb7KM1w3nJ2mAK2nZ7B9PBfA8nbMBwZjpIVJ9zlmTyxMDhz_2wu5g_7Fnx6hNfROk3gyXILfEX6iV0bmG821VtqfLr9tgt=s1000;False;@BDliveSA;22.397543;b982fad9eadd2d4ed771e8cc024d5d2b;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
73;Bitcoin price slide continues after hitting $50,000;Ken Martin;2021-08-25 06:41:45;full;https://www.foxbusiness.com/markets/bitcoin-price-8-25-2021;foxbusiness.com;Bitcoin was trading more than 3% lower Wednesday morning.;Bitcoin was trading more than 3% lower Wednesday morning. The price was around $48,150 per coin, while rivals Ethereum and Dogecoin were trading around $3,180 and 29 cents per coin, respectively, according to Coindesk.GET FOX BUSINESS ON THE GO BY CLICKING HERECitigroup is looking into offering bitcoin futures for some of its institutional clients, according to Coindesk. Increased demand in the cryptocurrency space was cited by a spokesperson for the bank. Bitcoin prices rose past $50,000 earlie;foxbusiness.com;943;news;US;en;['Ken Martin'];https://a57.foxnews.com/static.foxbusiness.com/foxbusiness.com/content/uploads/2020/06/0/0/bitcoin-iStock.jpg?ve=1&tl=1;False;@FoxBusiness;22.391773;2d2c5dd37c2001089a62dbf704cf309a;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
74;Bitcoin price rises on strong buyer demand;Ken Martin;2021-08-20 02:54:17;full;https://www.foxbusiness.com/markets/bitcoin-price-8-20-2021;foxbusiness.com;Bitcoin is trading nearly 5% higher on Friday morning, the day after breaching $47,000 on the back of strong buyer demand. Bitcoin has hit a 24-hour high of $47,359 and is now posting a 62.2% year-to…;Bitcoin is trading nearly 5% higher on Friday morning, the day after breaching $47,000 on the back of strong buyer demand. Bitcoin has hit a 24-hour high of $47,359 and is now posting a 62.2% year-to-date return, CoinDesk data shows.GET FOX BUSINESS ON THE GO BY CLICKING HEREThe price was around $46,800 per coin, while rivals Ethereum and Dogecoin were trading around $3,200 and 31 cents per coin, respectively. Wells Fargo reportedly registered a private bitcoin fund with U.S. regulators on Thurs;foxbusiness.com;943;news;US;en;['Ken Martin'];https://a57.foxnews.com/static.foxbusiness.com/foxbusiness.com/content/uploads/2018/03/0/0/Bitcoin.jpg?ve=1&tl=1;False;@FoxBusiness;22.323936;744b272d7df0da2dc86f1bc32f873f4d;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
75;Everything You Need to Know to Launch a Crypto Token and Get It Listed;;2021-08-23 13:33:44;full;https://gadgets.ndtv.com/cryptocurrency/features/everything-you-need-to-know-to-launch-a-crypto-token-and-get-it-listed-2516895;ndtv.com;Tokens operate on an existing network and can be launched using apps that are available in markets;How can you create your own cryptocurrency? Depending on what you're trying to do, the answer might surprise you by how simple it can be. While several types of cryptocurrencies have been created over the years, some of the more popular ones include Bitcoin, Dogecoin, and Ethereum. Cryptocurrency is digital currency, with coins and tokens, both of which are different from each other. So how does one create crypto tokens and how is it different from a crypto coin? We break down everything that yo;google.com;895;news;IN;en;[];https://c.ndtvimg.com/2021-05/k2clue8g_ether_625x300_12_May_21.jpg;False;@Gadgets360;22.290953;3022fae34a0521e8b93c0704f2cf5534;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
76;How to buy crypto — the easiest way to get Bitcoin, Ethereum, Dogecoin and more;;2021-08-20 08:00:00;timezone unknown;https://www.newsbreak.com/news/2346679015848/how-to-buy-crypto-the-easiest-way-to-get-bitcoin-ethereum-dogecoin-and-more;newsbreak.com;"Note: This is not financial advice. This is for educational purposes only. Please note that cryptocurrency is a highly volatile asset class; only invest what you can afford to lose. ""How to buy crypto"" is a popular query that's blowing up Google's search engine at the moment as more people...";If you are already into crypto trading and other activities related to this market, you probably know that your transactions and crypto belongings are considered taxable events, according to US laws and regulations. The policies may vary from one state to another, but in general, that means you will anyway have to file a tax form and include your crypto transactions. If you are working with a large volume of money, it's always best to keep track of your activities, run a journal, and save your t;newsbreak.com;7872;news;unknown;en;[];https://img.particlenews.com/img/id/3VoMJD_0bXZUhdR00?type=thumbnail_1600x1200;False;@newsbreak;22.271603;231586f7e5f709aa68f5d72fe941570c;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
77;Robinhood Meme Rally Falters, as Stock Drops 8% to Lowest Price Since Shortly After IPO;Ari Levy;2021-08-19 17:45:57;full;https://www.nbcconnecticut.com/news/business/money-report/robinhood-meme-rally-falters-as-stock-drops-8-to-lowest-price-since-shortly-after-ipo/6387309/;nbcconnecticut.com;Robinhood shares dropped 8% on Thursday after the company reported earnings for the first time as a public company.;Robinhood shares dropped 8% on Thursday, falling to the lowest since shortly after its IPO three weeks ago. In its first earnings report as a public company, Robinhood said late Wednesday that revenue more than doubled in the second quarter to $565 million. But the company's reliance on the meme-inspired cryptocurrency dogecoin for much of its growth isn't giving investors much confidence about future quarters. Robinhood's short run as a meme stock has crashed into Wall Street reality. Shares of;nbcphiladelphia.com;7983;news;US;en;['Ari Levy'];https://media.nbcphiladelphia.com/2021/07/106918760-1627561597261-gettyimages-1234275051-AFP_9H42QM.jpeg?quality=85&strip=all&resize=1200%2C675;False;@nbcphiladelphia;22.269444;32319d425ed21a27d0885de49bdedf6c;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
78;Bitcoin Topping $50,000 Stirs Forecast of Run Toward Record High;;2021-08-23 07:15:00;timezone unknown;https://www.bloomberg.com/news/articles/2021-08-23/bitcoin-nears-the-50-000-level-for-the-first-time-since-mid-may;bloomberg.com;Bitcoin topped the closely watched $50,000 level again in an ongoing recovery in the cryptocurrency market from a disorderly rout just three months ago.;(Bloomberg) -- Bitcoin topped the closely watched $50,000 level again in an ongoing recovery in the cryptocurrency market from a disorderly rout just three months ago.The largest virtual coin advanced as much as 4.2% to almost $50,440 in Asian trading Monday, with other tokens including Ether and Cardano's ADA also rising. Bitcoin was last above $50,000 in mid-May. The revival in virtual currencies has excited the animal spirits of the crypto faithful, putting predictions of $100,000 or more for;msn.com;96;finance;US;en;[];https://img-s-msn-com.akamaized.net/tenant/amp/entityid/AANCphe.img?h=630&w=1200&m=6&q=60&o=t&l=f&f=jpg;False;;22.198948;61190d981d3dc7940f2e4f7cf0b14833;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
79;Ethereum Classic Stops For Gas, Along With Bitcoin And Doge, On Bullish Moon Trip;Melanie Schaffer;2021-08-21 14:59:39;full;https://finance.yahoo.com/news/ethereum-classic-stops-gas-along-145939300.html;yahoo.com;On Saturday morning Ethereum Classic (CRYPTO: ETC), along with apex cryptocurrency Bitcoin (CRYPTO: BTC) and the ever-popular Dogecoin (CRYPTO: DOGE), was consolidating Friday's bullish trek north.…;"On Saturday morning Ethereum Classic (CRYPTO: ETC), along with apex cryptocurrency Bitcoin (CRYPTO: BTC) and the ever-popular Dogecoin (CRYPTO: DOGE), was consolidating Friday's bullish trek north. All three cryptos have recently had a relative strength index (RSI) of over 70% which puts them into overbought conditions for technical traders.

A cryptocurrency, like a stock, always enters into a period of consolidation after either a large incline or decline. Ethereum Classic rose 137% between it";yahoo.com;30;gaming;US;en;['Melanie Schaffer'];https://s.yimg.com/uu/api/res/1.2/V6jeLvosehvr6VtSjTaBPQ--~B/aD00MDA7dz02MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/Benzinga/9117c38cc40fbaa80c46bf6ed583671d;False;@Yahoo;22.18377;f7d3f06e5f558c0b39d2b7c59bea2264;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
80;Bitcoin tops $50,000 for first time since early May;Mike Murphy;2021-08-23 02:55:00;full;https://www.marketwatch.com/story/bitcoin-tops-50-000-for-first-time-since-early-may-11629687328;marketwatch.com;The price of bitcoin topped the $50,000 level Sunday night, as the world's largest cryptocurrency continues to rebound from its collapse three months ago.;"The price of bitcoin topped the $50,000 level Sunday night, as the world's largest cryptocurrency continues to rebound from its collapse three months ago. After flirting slightly above and below the $50,000 mark late Sunday, bitcoin BTCUSD, +3.59% hit $50,190 as of 10:53 p.m., according to Coindesk data; it hasn't been above $50,000 since early May. It peaked at nearly $65,000 in April, then lost more than half its value between mid-May and late June. While $50,000 is a nice round number, it's t";marketwatch.com;279;news;US;en;['Mike Murphy'];https://images.mktw.net/im-386806/social;False;@marketwatch;22.076061;47e6fdbcddb4d4c3d38c7d6907ca7e0f;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
81;What Is Cryptocurrency? Making Sense of Bitcoin, Dogecoin, and the Rest;;2021-08-23 02:30:19;full;https://gadgets.ndtv.com/cryptocurrency/opinion/what-are-cryptocurrencies-bitcoin-dogecoin-ether-2514871;ndtv.com;A cryptocurrency is a type of electronic money that is powered by advanced mathematics.;"To understand cryptocurrency, you need to understand how money works, and what makes these new assets useful, and potentially also usable as currency in the future. First, there was ""physical"" money - notes and coins. Then came e-Money - the numbers that show in your e-banking apps. Both these are issued by the Government.And then came cryptocurrency, a type of electronic money that is not issued by any Government. It is also called Math Money because it is created and managed using blockchains ";ndtv.com;895;news;IN;en;[];https://c.ndtvimg.com/2021-08/lpm28078_crypto-bloomberg_625x300_16_August_21.jpg;True;@Gadgets360;22.019196;2401a92a6b88961ca69b647c0614daae;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
82;Bitcoin cracks $70,000 barrier after PayPal welcomes cryptocurrency;CNN5:55pm Aug 23, 2021;2021-08-23 07:55:46;full;https://www.9news.com.au/national/bitcoin-cracks-70000-barrier-after-paypal-welcomes-cryptocurrency/77a4a33a-2ccf-45e9-8dba-82781139eb02;9news.com.au;Bitcoin has cracked the $AUD 70,000 barrier as the virtual currency continues to climb out of a months-long slump.;Your web browser is no longer supported. To improve your experience update it hereBitcoin has cracked the $AUD 70,000 barrier as the virtual currency continues to climb out of a months-long slump.It's the first time Bitcoin has reached that milestone since May 15.Bitcoin's peers also advanced: Ethereum was up more than 3 per cent, while Dogecoin rose nearly 2 per cent.Bitcoin is booming ... again. (AP)Bitcoin had been inching near that mark all weekend before finally crossing it during Sunday ev;2018 Nine Digital Pty Ltd;3431;news;AU;en;['9News'];https://imageresizer.static9.net.au/bU-rNOz9s09Ym4pWZxfQQrYZ90w=/1200x628/smart/https%3A%2F%2Fprod.static9.net.au%2Ffs%2Fd64d4325-e5c6-43f5-86b6-b510c38e3295;False;@9News;22.008596;e9a844a1d58875e430937e0e36fdde84;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
